Acc. Filename,Er-v-2p-1,Er-v-2p-2,Er_max,PGV,PEAK_PULSE,Tp,Number of pulses
RSN3749_CAPEMEND_FFT360.AT2,2.916741e-01,6.443620e-02,2.916741e-01,3.561103e-01,3.807068e+01,0,5.600000e+00,0
RSN3750_CAPEMEND_LFS270.AT2,3.846435e-01,2.137550e-01,3.846435e-01,5.983985e-01,3.553132e+01,3.130684e+01,5.200000e+00,2
RSN3750_CAPEMEND_LFS360.AT2,2.845347e-01,1.653011e-01,2.845347e-01,4.498358e-01,3.008189e+01,0,1.805000e+00,0
RSN3947_TOTTORI_SMNH01EW.AT2,5.679170e-01,8.769300e-02,5.679170e-01,6.556100e-01,3.549781e+01,2.888268e+01,3.525000e+00,1
RSN3947_TOTTORI_SMNH01NS.AT2,1.927314e-01,1.489331e-01,1.927314e-01,3.416645e-01,3.566027e+01,0,1.885000e+00,0
RSN3964_TOTTORI_TTR007NS.AT2,2.285531e-01,2.401982e-01,2.401982e-01,4.687513e-01,4.286224e+01,0,5.140000e+00,0
RSN3965_TOTTORI_TTR008EW.AT2,4.356210e-01,2.944477e-01,4.356210e-01,7.300687e-01,5.424014e+01,5.389535e+01,1.430000e+00,1
RSN3965_TOTTORI_TTR008NS.AT2,2.168868e-01,1.889183e-01,2.168868e-01,4.058051e-01,3.552928e+01,0,8.700000e-01,0
RSN3966_TOTTORI_TTR009NS.AT2,4.591880e-01,1.059371e-01,4.591880e-01,5.651251e-01,3.991050e+01,1.516718e+01,7.440000e+00,1
RSN3968_TOTTORI_TTRH02EW.AT2,3.853241e-01,1.519882e-01,3.853241e-01,5.373123e-01,8.661516e+01,8.166333e+01,9.550000e-01,1
RSN3968_TOTTORI_TTRH02NS.AT2,4.530489e-01,1.691363e-01,4.530489e-01,6.221852e-01,1.221506e+02,1.233006e+02,9.550000e-01,1
RSN3968_TOTTORI_TTRH02UD.AT2,3.102961e-01,1.627272e-01,3.102961e-01,4.730233e-01,5.747115e+01,0,8.700000e-01,0
RSN4031_SANSIMEO_36695090.AT2,2.400071e-01,1.052830e-01,2.400071e-01,3.452901e-01,3.925384e+01,0,1.325000e+00,0
RSN4040_BAM_BAM-L.AT2,7.461756e-01,1.162628e-01,7.461756e-01,8.624384e-01,1.241453e+02,1.192491e+02,2.795000e+00,1
RSN4040_BAM_BAM-T.AT2,7.508564e-01,4.116231e-02,7.508564e-01,7.920187e-01,6.020420e+01,5.868792e+01,1.705000e+00,1
RSN4040_BAM_BAM-V.AT2,4.239204e-01,1.077861e-01,4.239204e-01,5.317065e-01,4.009208e+01,2.785620e+01,1.320000e+00,1
RSN4070_PARK2004_JOAQU111.AT2,2.604386e-01,2.134442e-01,2.604386e-01,4.738827e-01,3.060163e+01,0,7.300000e-01,0
RSN407_COALINGA_D-OLC270.AT2,3.397290e-01,1.546768e-01,3.397290e-01,4.944058e-01,4.000436e+01,3.274346e+01,6.100000e-01,1
RSN4097_PARK2004_SCN360.AT2,4.620744e-01,2.876355e-01,4.620744e-01,7.497099e-01,5.318337e+01,5.163297e+01,8.350000e-01,1
RSN4098_PARK2004_C01090.AT2,7.130164e-01,6.169988e-02,7.130164e-01,7.747162e-01,4.018674e+01,3.586438e+01,1.225000e+00,1
RSN4098_PARK2004_C01360.AT2,5.971103e-01,1.087477e-01,5.971103e-01,7.058579e-01,3.931768e+01,3.044585e+01,1.340000e+00,1
RSN4100_PARK2004_C02090.AT2,7.003810e-01,6.301133e-02,7.003810e-01,7.633923e-01,6.396714e+01,5.660333e+01,1.035000e+00,1
RSN4100_PARK2004_C02360.AT2,4.393103e-01,1.844484e-01,4.393103e-01,6.237587e-01,4.483107e+01,3.438668e+01,1.155000e+00,1
RSN4102_PARK2004_C03360.AT2,6.675210e-01,1.135213e-01,6.675210e-01,7.810423e-01,3.782952e+01,3.699413e+01,1.010000e+00,1
RSN4103_PARK2004_C04090.AT2,4.942353e-01,4.519562e-02,4.942353e-01,5.394309e-01,3.234254e+01,3.165950e+01,7.500000e-01,1
RSN4107_PARK2004_COW090.AT2,3.075922e-01,9.459113e-02,3.075922e-01,4.021833e-01,6.381347e+01,0,1.070000e+00,0
RSN4107_PARK2004_COW360.AT2,6.708744e-01,9.824504e-02,6.708744e-01,7.691194e-01,8.139816e+01,7.966969e+01,1.035000e+00,1
RSN4115_PARK2004_PRK090.AT2,4.809619e-01,1.853613e-01,4.809619e-01,6.663231e-01,3.989097e+01,3.947640e+01,1.305000e+00,1
RSN4115_PARK2004_PRK360.AT2,6.451456e-01,6.386367e-02,6.451456e-01,7.090092e-01,4.690211e+01,4.688223e+01,1.280000e+00,1
RSN4116_PARK2004_Z14090.AT2,3.926057e-01,2.476895e-01,3.926057e-01,6.402952e-01,8.362328e+01,7.517334e+01,6.550000e-01,2
RSN4116_PARK2004_Z14360.AT2,5.046611e-01,9.338982e-02,5.046611e-01,5.980510e-01,4.233111e+01,4.263040e+01,8.400000e-01,1
RSN4126_PARK2004_SC1090.AT2,6.594301e-01,5.489523e-02,6.594301e-01,7.143253e-01,3.602390e+01,3.008722e+01,7.250000e-01,1
RSN4126_PARK2004_SC1360.AT2,4.785030e-01,7.096780e-02,4.785030e-01,5.494708e-01,3.985910e+01,3.435689e+01,5.100000e-01,1
RSN412_COALINGA_D-PVY045.AT2,2.992217e-01,2.765347e-01,2.992217e-01,5.757564e-01,3.752662e+01,3.281674e+01,6.400000e-01,2
RSN415_COALINGA_D-TSM270.AT2,5.231821e-01,1.674951e-01,5.231821e-01,6.906773e-01,4.748261e+01,4.799422e+01,8.100000e-01,1
RSN415_COALINGA_D-TSM360.AT2,3.603528e-01,2.106822e-01,3.603528e-01,5.710350e-01,4.775634e+01,3.493182e+01,8.450000e-01,1
RSN4207_NIIGATA_NIG017NS.AT2,1.678333e-01,1.627954e-01,1.678333e-01,3.306287e-01,4.871945e+01,0,3.640000e+00,0
RSN4208_NIIGATA_NIG018EW.AT2,2.466170e-01,1.868230e-01,2.466170e-01,4.334399e-01,3.141663e+01,0,1.920000e+00,0
RSN4209_NIIGATA_NIG019EW.AT2,2.801283e-01,1.589999e-01,2.801283e-01,4.391281e-01,1.275149e+02,0,8.700000e-01,0
RSN4209_NIIGATA_NIG019NS.AT2,2.407151e-01,1.222674e-01,2.407151e-01,3.629825e-01,9.858937e+01,0,8.000000e-01,0
RSN4210_NIIGATA_NIG020NS.AT2,2.296111e-01,1.538877e-01,2.296111e-01,3.834988e-01,3.093290e+01,0,1.260000e+00,0
RSN4211_NIIGATA_NIG021EW.AT2,2.427899e-01,4.669835e-02,2.427899e-01,2.894882e-01,4.997137e+01,0,6.300000e-01,0
RSN4211_NIIGATA_NIG021NS.AT2,1.037848e-01,1.024769e-01,1.037848e-01,2.062617e-01,5.454657e+01,0,3.700000e-01,0
RSN4218_NIIGATA_NIG028EW.AT2,1.963608e-01,2.598088e-01,2.598088e-01,4.561696e-01,4.134837e+01,0,7.300000e-01,0
RSN4218_NIIGATA_NIG028NS.AT2,8.562570e-02,1.375304e-01,1.375304e-01,2.231561e-01,3.140512e+01,0,1.495000e+00,0
RSN4219_NIIGATA_NIGH01EW.AT2,2.687291e-01,2.614933e-01,2.687291e-01,5.302224e-01,6.200929e+01,0,7.300000e-01,0
RSN4219_NIIGATA_NIGH01NS.AT2,2.803300e-01,5.928620e-02,2.803300e-01,3.396162e-01,6.058280e+01,0,1.170000e+00,0
RSN4228_NIIGATA_NIGH11EW.AT2,4.349729e-01,4.507158e-02,4.349729e-01,4.800445e-01,5.814623e+01,5.084136e+01,8.350000e-01,1
RSN4228_NIIGATA_NIGH11NS.AT2,2.736292e-01,1.206592e-01,2.736292e-01,3.942884e-01,3.652319e+01,0,9.500000e-01,0
RSN4352_UBMARCHE.P_A-NCR000.AT2,4.436750e-01,6.676171e-02,4.436750e-01,5.104367e-01,3.266295e+01,2.691350e+01,7.350000e-01,1
RSN4451_MONTENE.GRO_BSO000.AT2,3.389482e-01,1.301441e-01,3.389482e-01,4.690922e-01,4.128790e+01,4.205607e+01,1.060000e+00,1
RSN4451_MONTENE.GRO_BSO090.AT2,4.744267e-01,6.367489e-02,4.744267e-01,5.381016e-01,5.289401e+01,4.964450e+01,1.560000e+00,1
RSN4456_MONTENE.GRO_PHO000.AT2,1.873582e-01,1.486477e-01,1.873582e-01,3.360059e-01,3.868470e+01,0,6.400000e-01,0
RSN4458_MONTENE.GRO_ULO000.AT2,3.428106e-01,1.772771e-01,3.428106e-01,5.200877e-01,4.360271e+01,4.250664e+01,1.690000e+00,1
RSN4458_MONTENE.GRO_ULO090.AT2,5.379703e-01,9.147671e-02,5.379703e-01,6.294470e-01,5.164139e+01,4.921805e+01,3.450000e+00,1
RSN4480_L-AQUILA_GX066XTE.AT2,5.084507e-01,5.713647e-02,5.084507e-01,5.655871e-01,4.049779e+01,4.221411e+01,7.600000e-01,1
RSN4480_L-AQUILA_GX066YLN.AT2,3.725751e-01,1.052684e-01,3.725751e-01,4.778435e-01,4.285597e+01,3.540086e+01,5.350000e-01,1
RSN4481_L-AQUILA_FA030XTE.AT2,5.144804e-01,9.903800e-02,5.144804e-01,6.135184e-01,3.125305e+01,3.097690e+01,1.015000e+00,1
RSN4481_L-AQUILA_FA030YLN.AT2,3.829849e-01,1.721976e-01,3.829849e-01,5.551825e-01,3.596284e+01,3.202788e+01,9.400000e-01,1
RSN4482_L-AQUILA_CU104XTE.AT2,5.933457e-01,8.978149e-02,5.933457e-01,6.831272e-01,3.206377e+01,3.001542e+01,9.300000e-01,1
RSN4483_L-AQUILA_AM043XTE.AT2,3.486947e-01,1.378625e-01,3.486947e-01,4.865572e-01,3.242533e+01,3.038256e+01,1.870000e+00,1
RSN4483_L-AQUILA_AM043YLN.AT2,4.586308e-01,7.096186e-02,4.586308e-01,5.295927e-01,3.642731e+01,3.595746e+01,4.700000e+00,1
RSN451_MORGAN_CYC195.AT2,5.541703e-01,1.316359e-01,5.541703e-01,6.858062e-01,5.291260e+01,5.185464e+01,9.550000e-01,1
RSN451_MORGAN_CYC285.AT2,6.514124e-01,1.142128e-01,6.514124e-01,7.656251e-01,7.849984e+01,7.809957e+01,8.500000e-01,1
RSN459_MORGAN_G06090.AT2,5.484387e-01,1.070228e-01,5.484387e-01,6.554615e-01,3.649449e+01,3.604832e+01,1.055000e+00,1
RSN461_MORGAN_HVR240.AT2,3.559844e-01,1.062279e-01,3.559844e-01,4.622123e-01,3.936591e+01,2.323661e+01,1.265000e+00,1
RSN4847_CHUETSU_65010EW.AT2,3.256337e-01,1.905672e-01,3.256337e-01,5.162009e-01,8.915262e+01,5.701927e+01,2.400000e+00,1
RSN4847_CHUETSU_65010NS.AT2,3.206388e-01,1.121444e-01,3.206388e-01,4.327832e-01,4.898846e+01,3.181922e+01,5.220000e+00,1
RSN4849_CHUETSU_65012EW.AT2,2.152991e-01,1.817077e-01,2.152991e-01,3.970068e-01,3.864952e+01,0,1.970000e+00,0
RSN4849_CHUETSU_65012NS.AT2,1.701331e-01,1.680276e-01,1.701331e-01,3.381607e-01,4.394082e+01,0,2.080000e+00,0
RSN4850_CHUETSU_65013EW.AT2,3.474511e-01,3.712616e-02,3.474511e-01,3.845772e-01,4.762810e+01,4.423207e+01,1.200000e+00,1
RSN4850_CHUETSU_65013NS.AT2,3.385471e-01,1.834929e-01,3.385471e-01,5.220400e-01,5.195514e+01,4.121835e+01,1.580000e+00,1
RSN4853_CHUETSU_65019EW.AT2,1.860922e-01,1.010597e-01,1.860922e-01,2.871518e-01,4.043735e+01,0,1.110000e+00,0
RSN4853_CHUETSU_65019NS.AT2,1.520490e-01,6.207678e-02,1.520490e-01,2.141258e-01,3.486588e+01,0,1.600000e+00,0
RSN4856_CHUETSU_65025EW.AT2,5.260539e-01,2.387828e-01,5.260539e-01,7.648367e-01,9.556258e+01,9.817030e+01,2.220000e+00,1
RSN4856_CHUETSU_65025NS.AT2,5.832179e-01,2.633110e-01,5.832179e-01,8.465289e-01,9.476868e+01,9.090235e+01,2.610000e+00,1
RSN4861_CHUETSU_65034EW.AT2,8.774098e-02,7.716423e-02,8.774098e-02,1.649052e-01,3.000382e+01,0,9.200000e-01,0
RSN4861_CHUETSU_65034NS.AT2,2.260407e-01,1.007783e-01,2.260407e-01,3.268190e-01,3.251007e+01,0,1.710000e+00,0
RSN4863_CHUETSU_65036EW.AT2,1.168916e-01,1.157133e-01,1.168916e-01,2.326049e-01,3.092627e+01,0,1.180000e+00,0
RSN4863_CHUETSU_65036NS.AT2,1.289926e-01,1.482594e-01,1.482594e-01,2.772519e-01,3.563851e+01,0,9.800000e-01,0
RSN4864_CHUETSU_65037NS.AT2,1.854207e-01,8.331820e-02,1.854207e-01,2.687389e-01,3.080939e+01,0,1.210000e+00,0
RSN4865_CHUETSU_65038EW.AT2,2.265703e-01,6.691731e-02,2.265703e-01,2.934877e-01,3.089765e+01,0,1.370000e+00,0
RSN4865_CHUETSU_65038NS.AT2,1.816326e-01,8.198030e-02,1.816326e-01,2.636129e-01,3.536430e+01,0,1.270000e+00,0
RSN4866_CHUETSU_65039EW.AT2,2.742944e-01,1.615335e-01,2.742944e-01,4.358279e-01,3.514240e+01,0,2.670000e+00,0
RSN4866_CHUETSU_65039NS.AT2,2.725757e-01,6.200163e-02,2.725757e-01,3.345773e-01,3.862622e+01,0,1.040000e+00,0
RSN4868_CHUETSU_65041EW.AT2,9.324134e-02,1.186948e-01,1.186948e-01,2.119362e-01,3.569547e+01,0,7.200000e-01,0
RSN4868_CHUETSU_65041NS.AT2,1.654077e-01,1.208158e-01,1.654077e-01,2.862235e-01,3.190829e+01,0,6.500000e-01,0
RSN4873_CHUETSU_65056NS.AT2,2.013940e-01,9.130159e-02,2.013940e-01,2.926956e-01,5.430826e+01,0,1.510000e+00,0
RSN4874_CHUETSU_65057EW.AT2,2.895697e-01,1.246066e-01,2.895697e-01,4.141763e-01,7.919964e+01,0,6.700000e-01,0
RSN4874_CHUETSU_65057NS.AT2,2.183715e-01,9.513059e-02,2.183715e-01,3.135021e-01,5.029052e+01,0,6.500000e-01,0
RSN4875_CHUETSU_65058EW.AT2,5.178926e-01,1.658241e-01,5.178926e-01,6.837167e-01,1.026257e+02,1.032661e+02,2.680000e+00,1
RSN4875_CHUETSU_65058NS.AT2,3.137483e-01,1.863563e-01,3.137483e-01,5.001046e-01,1.220002e+02,0,2.940000e+00,0
RSN4875_CHUETSU_65058UD.AT2,2.305775e-01,2.272347e-01,2.305775e-01,4.578122e-01,3.539263e+01,0,1.970000e+00,0
RSN4876_CHUETSU_65059EW.AT2,2.022406e-01,1.338956e-01,2.022406e-01,3.361362e-01,6.717749e+01,0,9.900000e-01,0
RSN4876_CHUETSU_65059NS.AT2,1.658349e-01,1.888158e-01,1.888158e-01,3.546507e-01,7.359391e+01,0,9.800000e-01,0
RSN4879_CHUETSU_65084EW.AT2,4.411609e-01,1.013560e-01,4.411609e-01,5.425169e-01,3.380131e+01,3.329849e+01,1.270000e+00,1
RSN4879_CHUETSU_65084NS.AT2,3.567543e-01,2.340559e-01,3.567543e-01,5.908101e-01,3.501166e+01,3.419833e+01,1.320000e+00,1
RSN4886_CHUETSU_6CB51EW.AT2,2.194363e-01,7.649602e-02,2.194363e-01,2.959324e-01,4.856923e+01,0,2.780000e+00,0
RSN4886_CHUETSU_6CB51NS.AT2,2.156408e-01,2.305410e-01,2.305410e-01,4.461818e-01,4.332448e+01,0,1.060000e+00,0
RSN4894_CHUETSU_1-G1EW.AT2,3.741063e-01,1.634783e-01,3.741063e-01,5.375847e-01,1.363644e+02,1.127217e+02,2.320000e+00,1
RSN4894_CHUETSU_1-G1NS.AT2,3.878614e-01,2.393789e-01,3.878614e-01,6.272403e-01,1.104740e+02,1.097864e+02,1.030000e+00,2
RSN4894_CHUETSU_1-G1UD.AT2,9.293706e-02,1.603772e-01,1.603772e-01,2.533142e-01,3.541258e+01,0,1.830000e+00,0
RSN4895_CHUETSU_5-G1EW.AT2,2.314196e-01,1.719250e-01,2.314196e-01,4.033446e-01,9.237908e+01,0,2.060000e+00,0
RSN4895_CHUETSU_5-G1NS.AT2,3.390198e-01,1.621530e-01,3.390198e-01,5.011727e-01,6.513418e+01,5.754232e+01,4.570000e+00,1
RSN4896_CHUETSU_SG01EW.AT2,4.120768e-01,1.435712e-01,4.120768e-01,5.556480e-01,1.252707e+02,1.251312e+02,2.190000e+00,1
RSN4896_CHUETSU_SG01NS.AT2,4.130128e-01,1.017040e-01,4.130128e-01,5.147168e-01,9.004170e+01,8.961276e+01,2.080000e+00,1
RSN4896_CHUETSU_SG01UD.AT2,1.723281e-01,1.422653e-01,1.723281e-01,3.145934e-01,4.611319e+01,0,1.560000e+00,0
RSN495_NAHANNI_S1-UP.AT2,3.962144e-01,3.006962e-01,3.962144e-01,6.969106e-01,4.118406e+01,3.574049e+01,9.800000e-01,2
RSN495_NAHANNI_S1010.AT2,2.882332e-01,1.871944e-01,2.882332e-01,4.754276e-01,4.392188e+01,0,7.425000e-01,0
RSN495_NAHANNI_S1280.AT2,2.174379e-01,1.879087e-01,2.174379e-01,4.053466e-01,4.062075e+01,0,9.575000e-01,0
RSN5264_CHUETSU_NIG018EW.AT2,5.119295e-01,2.389217e-01,5.119295e-01,7.508512e-01,8.388117e+01,8.399969e+01,2.210000e+00,1
RSN5264_CHUETSU_NIG018NS.AT2,5.747731e-01,2.284652e-01,5.747731e-01,8.032383e-01,1.093504e+02,1.095758e+02,2.610000e+00,1
RSN5265_CHUETSU_NIG019EW.AT2,2.269749e-01,7.672013e-02,2.269749e-01,3.036950e-01,4.646372e+01,0,5.900000e-01,0
RSN527_PALMSPR_MVH045.AT2,4.530399e-01,2.506743e-01,4.530399e-01,7.037142e-01,3.104719e+01,3.084692e+01,1.300000e+00,2
RSN527_PALMSPR_MVH135.AT2,5.429091e-01,1.612991e-01,5.429091e-01,7.042082e-01,4.000165e+01,3.982700e+01,1.980000e+00,1
RSN529_PALMSPR_NPS210.AT2,7.282356e-01,1.004106e-01,7.282356e-01,8.286462e-01,6.602027e+01,5.920954e+01,1.225000e+00,1
RSN540_PALMSPR_WWT180.AT2,3.735887e-01,3.179830e-01,3.735887e-01,6.915717e-01,3.854671e+01,3.200653e+01,7.150000e-01,2
RSN540_PALMSPR_WWT270.AT2,3.624051e-01,2.864756e-01,3.624051e-01,6.488807e-01,3.076467e+01,2.875365e+01,5.450000e-01,2
RSN5482_IWATE_AKTH04EW.AT2,1.630798e-01,8.956364e-02,1.630798e-01,2.526435e-01,8.232670e+01,0,4.400000e-01,0
RSN5482_IWATE_AKTH04NS.AT2,1.440445e-01,1.515177e-01,1.515177e-01,2.955622e-01,5.301215e+01,0,5.200000e-01,0
RSN5482_IWATE_AKTH04UD.AT2,1.195216e-01,4.519659e-02,1.195216e-01,1.647182e-01,3.386474e+01,0,8.170000e+00,0
RSN558_CHALFANT.A_A-ZAK270.AT2,2.336249e-01,1.964229e-01,2.336249e-01,4.300479e-01,3.688712e+01,0,1.645000e+00,0
RSN558_CHALFANT.A_A-ZAK360.AT2,2.464010e-01,3.235605e-01,3.235605e-01,5.699615e-01,4.474630e+01,4.279169e+01,8.650000e-01,2
RSN564_GREECE_H-KAL-NS.AT2,5.003739e-01,5.106226e-02,5.003739e-01,5.514361e-01,3.350638e+01,2.015942e+01,2.500800e+00,1
RSN5656_IWATE_IWTH24NS.AT2,2.700458e-01,1.206701e-01,2.700458e-01,3.907158e-01,3.756754e+01,0,3.240000e+00,0
RSN5657_IWATE_IWTH25EW.AT2,1.930720e-01,8.905162e-02,1.930720e-01,2.821237e-01,6.272718e+01,0,1.170000e+00,0
RSN5657_IWATE_IWTH25NS.AT2,1.873505e-01,1.270634e-01,1.873505e-01,3.144139e-01,7.282270e+01,0,7.940000e+00,0
RSN5657_IWATE_IWTH25UD.AT2,3.884952e-01,6.397350e-02,3.884952e-01,4.524687e-01,8.367094e+01,4.298121e+01,6.890000e+00,1
RSN5658_IWATE_IWTH26EW.AT2,7.415303e-02,6.529512e-02,7.415303e-02,1.394482e-01,4.291239e+01,0,9.500000e-01,0
RSN5658_IWATE_IWTH26NS.AT2,4.644887e-01,1.522267e-01,4.644887e-01,6.167154e-01,5.843521e+01,3.961210e+01,3.140000e+00,1
RSN5663_IWATE_MYG004EW.AT2,2.127846e-01,1.277007e-01,2.127846e-01,3.404853e-01,4.020811e+01,0,3.960000e+00,0
RSN5663_IWATE_MYG004NS.AT2,4.124885e-01,5.351347e-02,4.124885e-01,4.660020e-01,4.544174e+01,3.749906e+01,3.620000e+00,1
RSN5664_IWATE_MYG005EW.AT2,9.953586e-02,3.588113e-02,9.953586e-02,1.354170e-01,3.319295e+01,0,1.830000e+00,0
RSN5664_IWATE_MYG005NS.AT2,2.209571e-01,1.708189e-01,2.209571e-01,3.917760e-01,6.962096e+01,0,2.770000e+00,0
RSN568_SANSALV_GIC090.AT2,5.657743e-01,1.396003e-01,5.657743e-01,7.053745e-01,7.993472e+01,7.221292e+01,1.630000e+00,1
RSN568_SANSALV_GIC180.AT2,5.921054e-01,2.849358e-01,5.921054e-01,8.770412e-01,6.235164e+01,5.944500e+01,9.600000e-01,1
RSN569_SANSALV_NGI180.AT2,6.112432e-01,5.851399e-02,6.112432e-01,6.697572e-01,5.638227e+01,4.596037e+01,2.050000e+00,1
RSN569_SANSALV_NGI270.AT2,6.697021e-01,5.804315e-02,6.697021e-01,7.277453e-01,7.300786e+01,7.128933e+01,8.700000e-01,1
RSN5774_IWATE_54008NS.AT2,4.088040e-01,1.319095e-01,4.088040e-01,5.407136e-01,3.364723e+01,3.278096e+01,3,1
RSN5780_IWATE_54015EW.AT2,9.223762e-02,1.278886e-01,1.278886e-01,2.201262e-01,3.698274e+01,0,1.310000e+00,0
RSN5780_IWATE_54015NS.AT2,4.962999e-01,1.394746e-01,4.962999e-01,6.357744e-01,4.909728e+01,4.872122e+01,2.720000e+00,1
RSN5810_IWATE_56362EW.AT2,4.433152e-01,2.271174e-01,4.433152e-01,6.704326e-01,3.999331e+01,3.910559e+01,3.440000e+00,1
RSN5813_IWATE_44B71NS.AT2,2.217896e-01,1.246752e-01,2.217896e-01,3.464648e-01,3.391773e+01,0,2.770000e+00,0
RSN5818_IWATE_48A61EW.AT2,1.869462e-01,1.458959e-01,1.869462e-01,3.328421e-01,4.887437e+01,0,2.640000e+00,0
RSN5818_IWATE_48A61NS.AT2,2.364757e-01,1.796027e-01,2.364757e-01,4.160783e-01,4.307571e+01,0,3.940000e+00,0
RSN5823_SIERRA.MEX_CHI000.AT2,2.269787e-01,2.843762e-01,2.843762e-01,5.113549e-01,3.834758e+01,0,8.985000e+00,0
RSN5823_SIERRA.MEX_CHI090.AT2,2.292971e-01,1.947252e-01,2.292971e-01,4.240223e-01,3.399531e+01,0,6.200000e+00,0
RSN5825_SIERRA.MEX_GEO000.AT2,1.745597e-01,1.627660e-01,1.745597e-01,3.373258e-01,4.207966e+01,0,3.345000e+00,0
RSN5825_SIERRA.MEX_GEO090.AT2,1.166018e-01,1.119045e-01,1.166018e-01,2.285063e-01,4.957613e+01,0,2.975000e+00,0
RSN5827_SIERRA.MEX_MDO000.AT2,1.814431e-01,2.204841e-01,2.204841e-01,4.019273e-01,6.158302e+01,0,3.460000e+00,0
RSN5827_SIERRA.MEX_MDO090.AT2,1.188863e-01,1.347888e-01,1.347888e-01,2.536751e-01,4.354056e+01,0,6.715000e+00,0
RSN5829_SIERRA.MEX_RII000.AT2,2.876268e-01,2.052480e-01,2.876268e-01,4.928748e-01,5.245320e+01,0,8.375000e+00,0
RSN5829_SIERRA.MEX_RII090.AT2,9.534415e-02,1.893670e-01,1.893670e-01,2.847112e-01,3.787005e+01,0,8.220000e+00,0
RSN5831_SIERRA.MEX_SAL000.AT2,9.973575e-02,2.080627e-01,2.080627e-01,3.077984e-01,4.571303e+01,0,6.255000e+00,0
RSN5831_SIERRA.MEX_SAL090.AT2,2.052048e-01,1.162563e-01,2.052048e-01,3.214612e-01,3.678403e+01,0,8.585000e+00,0
RSN5832_SIERRA.MEX_TAM000.AT2,1.348757e-01,1.370122e-01,1.370122e-01,2.718879e-01,3.497208e+01,0,8.745000e+00,0
RSN5832_SIERRA.MEX_TAM090.AT2,4.699508e-01,1.029776e-01,4.699508e-01,5.729283e-01,5.281708e+01,5.149343e+01,6.920000e+00,1
RSN5837_SIERRA.MEX_01711-90.AT2,2.049060e-01,1.988205e-01,2.049060e-01,4.037265e-01,4.764798e+01,0,6.900000e+00,0
RSN5837_SIERRA.MEX_01711360.AT2,9.678211e-02,9.644247e-02,9.678211e-02,1.932246e-01,4.747609e+01,0,8.850000e-01,0
RSN585_BAJA_CPE161.AT2,4.590772e-01,1.268929e-01,4.590772e-01,5.859700e-01,4.643865e+01,3.370038e+01,1.925000e+00,1
RSN585_BAJA_CPE251.AT2,2.150832e-01,2.557604e-01,2.557604e-01,4.708436e-01,5.539909e+01,0,7.000000e-01,0
RSN5975_SIERRA.MEX_CXO090.AT2,2.093380e-01,1.869872e-01,2.093380e-01,3.963252e-01,4.047635e+01,0,5.945000e+00,0
RSN5975_SIERRA.MEX_CXO360.AT2,1.802102e-01,1.327156e-01,1.802102e-01,3.129258e-01,3.837375e+01,0,4.555000e+00,0
RSN5985_SIERRA.MEX_EDA090.AT2,2.353888e-01,5.507085e-02,2.353888e-01,2.904597e-01,3.885333e+01,0,8.935000e+00,0
RSN5991_SIERRA.MEX_E10230.AT2,2.068133e-01,1.711221e-01,2.068133e-01,3.779354e-01,4.769387e+01,0,5.825000e+00,0
RSN5991_SIERRA.MEX_E10320.AT2,1.579515e-01,1.777137e-01,1.777137e-01,3.356652e-01,4.562444e+01,0,6.020000e+00,0
RSN5992_SIERRA.MEX_E11090.AT2,2.188398e-01,4.823381e-02,2.188398e-01,2.670737e-01,6.321700e+01,0,8.015000e+00,0
RSN5992_SIERRA.MEX_E11360.AT2,2.480165e-01,3.486966e-02,2.480165e-01,2.828862e-01,5.776232e+01,0,6.995000e+00,0
RSN614_WHITTIER.A_A-BIR180.AT2,7.098300e-01,1.440350e-01,7.098300e-01,8.538651e-01,3.992567e+01,3.758465e+01,8.100000e-01,1
RSN615_WHITTIER.A_A-DWN180.AT2,7.239480e-01,9.751636e-02,7.239480e-01,8.214643e-01,3.071417e+01,2.895823e+01,8.200000e-01,1
RSN645_WHITTIER.A_A-OR2010.AT2,6.862546e-01,9.490538e-02,6.862546e-01,7.811600e-01,3.146507e+01,3.056985e+01,1.040000e+00,1
RSN652_WHITTIER.A_A-DEL000.AT2,6.594715e-01,1.128686e-01,6.594715e-01,7.723401e-01,3.241420e+01,3.153262e+01,9.050000e-01,1
RSN6877_JOSHUA_5294090.AT2,6.346366e-01,1.207430e-01,6.346366e-01,7.553796e-01,5.310150e+01,5.190731e+01,8.850000e-01,1
RSN6886_DARFIELD_CACSN40E.AT2,2.309479e-01,3.019169e-01,3.019169e-01,5.328648e-01,3.410347e+01,0,7.745000e+00,0
RSN6886_DARFIELD_CACSN50W.AT2,2.837916e-01,1.422403e-01,2.837916e-01,4.260319e-01,4.744567e+01,0,7.695000e+00,0
RSN6887_DARFIELD_CBGSS01W.AT2,4.622361e-01,1.486972e-01,4.622361e-01,6.109333e-01,6.062243e+01,5.752549e+01,3.825000e+00,1
RSN6888_DARFIELD_CCCCN26W.AT2,2.857357e-01,4.701750e-01,4.701750e-01,7.559107e-01,5.917413e+01,5.711396e+01,3.575000e+00,2
RSN6888_DARFIELD_CCCCN64E.AT2,3.218861e-01,1.144818e-01,3.218861e-01,4.363679e-01,3.347885e+01,3.063168e+01,2.425000e+00,1
RSN6889_DARFIELD_CHHCN01W.AT2,4.134793e-01,2.459580e-01,4.134793e-01,6.594372e-01,6.719909e+01,6.679097e+01,3.455000e+00,2
